"Fon Kodu","Fon Adı","Şemsiye Fon Türü","1 Ay (%)","3 Ay (%)","6 Ay (%)","Yılbaşı (%)","1 Yıl (%)","3 Yıl (%)","5 Yıl (%)"
"ZVO","ZİRAAT PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON","Serbest Şemsiye Fonu","28,4864","43,1875","21,9221","17,4917","21,1638","-","-"
"URA","ATA PORTFÖY ENERJİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","19,9426","20,1756","-","10,3771","-","-","-"
"YAY","YAPI KREDİ PORTFÖY YABANCI TEKNOLOJİ SEKTÖRÜ HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","18,4077","11,7688","9,7217","5,6853","22,3523","223,5041","805,8875"
"AFT","AK PORTFÖY YENİ TEKNOLOJİLER YABANCI HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","16,0680","13,8752","19,9092","13,8107","44,8632","287,1032","964,6117"
"ESP","AURA PORTFÖY EMTİA SERBEST FON","Serbest Şemsiye Fonu","15,9388","0,9685","-1,9644","-4,2476","-3,6706","-","-"
"YTD","YAPI KREDİ PORTFÖY YABANCI FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","14,2451","12,1992","15,7069","17,9204","39,6103","193,3464","707,4939"
"AOY","AK PORTFÖY ALTERNATİF ENERJİ YABANCI HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","14,1701","18,6787","10,1638","16,0745","-8,4791","31,3082","134,2365"
"GBV","GARANTİ PORTFÖY BLOCKCHAİN TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","14,0722","11,4496","9,9180","10,5546","43,5469","366,3258","-"
"MTX","TEB PORTFÖY METAVERSE VE DİJİTAL TEKNOLOJİLER DEĞİŞKEN FON","Değişken Şemsiye Fonu","13,4569","11,6240","18,2398","15,4068","35,3002","258,4136","-"
"FJB","FİBA PORTFÖY BLOK ZİNCİRİ TEKNOLOJİLERİ SERBEST FON","Serbest Şemsiye Fonu","13,4418","11,3630","14,6144","12,1778","44,8744","245,3419","-"
"FSH","FİBA PORTFÖY FON SEPETİ SERBEST FON","Serbest Şemsiye Fonu","12,6712","9,5512","12,3907","8,5951","31,1211","-","-"
"RBL","QNB PORTFÖY ROBOTİK VE BLOCKCHAİN TEKNOLOJİLERİ SERBEST FON","Serbest Şemsiye Fonu","12,4999","14,5494","-","-","-","-","-"
"GUH","GARANTİ PORTFÖY YABANCI TEKNOLOJİ HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","12,4620","9,6348","8,2251","5,5681","23,0964","201,8046","657,5986"
"IJC","İŞ PORTFÖY YARI İLETKEN TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","12,3624","-2,3230","-4,8595","-8,7629","-2,6980","234,2787","-"
"YLO","YAPI KREDİ PORTFÖY ELEKTRİKLİ ARAÇLAR DEĞİŞKEN FON","Değişken Şemsiye Fonu","12,2629","10,5661","8,5881","8,9906","18,4776","187,9294","-"
"ZMY","ZİRAAT PORTFÖY METAVERSE VE YENİ TEKNOLOJİLER DEĞİŞKEN FON","Değişken Şemsiye Fonu","12,0722","10,7874","17,0477","11,9563","26,7388","315,2720","-"
"HGV","HEDEF PORTFÖY BİRİNCİ SERBEST FON","Serbest Şemsiye Fonu","12,0557","8,0621","24,2616","20,9439","48,0242","-","-"
"IVY","İSTANBUL PORTFÖY BLOCKCHAIN TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","11,8270","18,6039","4,2591","8,2404","45,8546","284,8707","-"
"BDC","AURA PORTFÖY BODRUM SERBEST FON","Serbest Şemsiye Fonu","11,8118","25,2693","39,1723","34,8417","67,9179","561,7870","-"
"ODP","OSMANLI PORTFÖY BİRİNCİ SERBEST FON","Serbest Şemsiye Fonu","11,6710","10,8134","16,2041","13,4210","39,0696","240,5104","-"
"IHC","INVEO PORTFÖY INTER SERBEST FON","Serbest Şemsiye Fonu","11,5254","12,7199","18,4876","16,3018","29,9178","298,7835","-"
"IKP","İŞ PORTFÖY YENİLENEBİLİR ENERJİ KARMA FON","Karma Şemsiye Fonu","11,5196","17,1763","18,7865","21,1102","29,2803","164,3417","-"
"YZC","YAPI KREDİ PORTFÖY FİNTECH VE BLOCKCHAİN TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","11,0328","11,9576","14,5371","13,9580","51,6057","235,3669","-"
"GBC","AZİMUT PYŞ YABANCI BYF FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","10,9929","8,7101","7,8668","6,9974","13,3017","148,2960","457,2315"
"HYP","AZİMUT PORTFÖY İVME SERBEST FON","Serbest Şemsiye Fonu","10,9733","8,0175","7,6464","6,0292","21,2693","203,1522","-"
"YJH","YAPI KREDİ PORTFÖY TEMİZ ENERJİ DEĞİŞKEN FONU","Değişken Şemsiye Fonu","10,9514","10,9449","1,7991","3,8167","-4,7944","82,6981","-"
"RUT","BV PORTFÖY ROBOTİK VE UZAY TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","10,9494","18,1935","25,3655","22,0610","-","-","-"
"AFA","AK PORTFÖY AMERİKA YABANCI HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","10,8569","8,8653","12,8437","9,4574","36,6963","239,2282","921,3927"
"ARE","İSTANBUL PORTFÖY YABANCI HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","10,8217","10,0957","5,9546","4,0955","15,6793","110,2557","337,2070"
"GPG","INVEO PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","10,7503","12,0582","17,8711","15,9140","29,4810","269,0399","642,8167"
"DTZ","AK PORTFÖY ROBOTİK TEKNOLOJİLER DEĞİŞKEN FON","Değişken Şemsiye Fonu","10,7139","13,7399","14,1079","9,5450","23,2522","187,3583","-"
"BVV","BV PORTFÖY TEKNOLOJİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","10,6238","9,0534","10,6455","8,8052","16,0439","-","-"
"HOA","HSBC PORTFÖY TEKNOLOJİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","10,5718","13,1163","23,5815","17,0466","40,7999","292,2612","598,6710"
"TMG","İŞ PORTFÖY YABANCI HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","10,5373","7,7882","5,6407","7,4343","23,7586","207,8654","850,4839"
"DVT","DENİZ PORTFÖY METAVERSE VE DİJİTAL YAŞAM TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","10,4597","6,2271","13,0607","6,7217","34,9337","-","-"
"KTJ","KUVEYT TÜRK PORTFÖY TEKNOLOJİ KATILIM FONU","Katılım Şemsiye Fonu","10,3579","13,6336","16,2587","14,6688","37,8066","-","-"
"SUC","ÜNLÜ PORTFÖY ÜÇÜNCÜ DEĞIŞKEN FON","Değişken Şemsiye Fonu","10,3214","7,1985","10,3748","9,8850","26,6486","247,3768","509,6717"
"TEJ","AZİMUT PORTFÖY TEKNOLOJİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","10,2879","12,0063","15,2743","10,2359","32,1042","-","-"
"YJK","YAPI KREDİ PORTFÖY ROBOTİK VE YARI İLETKEN TEKNOLOJİLERİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","10,1496","4,4806","5,8500","3,9804","16,3245","137,7111","-"
"IRO","İSTANBUL PORTFÖY ROBOTİK TEKNOLOJİLERİ SERBEST FON","Serbest Şemsiye Fonu","10,0230","8,6844","6,3812","6,3623","14,9765","-","-"
"AAS","ATA PORTFÖY FON SEPETİ SERBEST FONU","Serbest Şemsiye Fonu","10,0160","8,5415","9,1454","11,0994","18,3114","133,5687","175,3119"
"GZH","GARANTİ PORTFÖY TEMİZ ENERJİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","9,9957","11,9119","5,4987","6,8095","-2,5888","97,1264","-"
"CPU","AKTİF PORTFÖY TEKNOLOJİ KATILIM FONU","Katılım Şemsiye Fonu","9,9756","10,0770","10,0065","6,6342","20,1097","-","-"
"MTV","AK PORTFÖY METAVERSE VE DİJİTAL YAŞAM TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","9,8618","13,5374","21,7490","17,5082","34,0769","248,4074","-"
"OJT","QNB PORTFÖY TEKNOLOJİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","9,8295","11,2366","12,6707","9,2200","29,9994","293,5265","-"
"BCK","DENİZ PORTFÖY BLOCKCHAİN VE FINTECH TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","9,6820","-","-","-","-","-","-"
"RTG","ATA PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","9,6706","9,6566","11,0846","4,9223","24,3522","-","-"
"MET","GARANTİ PORTFÖY METAVERSE VE YENİ TEKNOLOJİLER DEĞİŞKEN FON","Değişken Şemsiye Fonu","9,5304","12,4188","22,0430","18,3519","39,5499","299,8722","-"
"BTE","BV PORTFÖY OYUN VE TEKNOLOJİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","9,4937","12,2878","23,8626","17,6755","42,2792","-","-"
"ITP","İŞ PORTFÖY TEKNOLOJİ KARMA FON","Karma Şemsiye Fonu","9,4138","9,7425","17,6600","12,4727","38,6252","284,4657","-"
"TFF","TEB PORTFÖY AMERİKA TEKNOLOJİ YABANCI BYF FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","9,3371","7,1396","8,4025","6,1105","38,0294","250,1922","800,2082"
"GZY","GARANTİ PORTFÖY TURİZM VE SEYAHAT SEKTÖRÜ DEĞİŞKEN FON","Değişken Şemsiye Fonu","9,3013","6,3599","12,9680","11,8176","33,5456","275,8133","-"
"IZS","İSTANBUL PORTFÖY ALTINCI SERBEST FON","Serbest Şemsiye Fonu","9,2835","8,1818","10,7972","8,2373","48,3851","226,1081","-"
"YIT","GARANTİ PORTFÖY YARI İLETKEN TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","9,2397","7,2985","-","-","-","-","-"
"CPT","ROTA PORTFÖY ÇİP TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","9,0804","4,3209","7,1663","4,5933","8,3128","-","-"
"YPC","YAPI KREDİ PORTFÖY İKLİM DEĞİŞİKLİĞİ ÇÖZÜMLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","9,0577","-0,4029","-0,5229","-3,0103","14,3792","-","-"
"JET","ATA PORTFÖY HAVACILIK VE SAVUNMA TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","8,9832","22,4933","36,3091","37,8197","59,3927","-","-"
"FRC","FONMAP PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","8,8349","16,5980","-","-","-","-","-"
"IEV","İŞ PORTFÖY TAŞIMACILIK DEĞİŞKEN FON","Değişken Şemsiye Fonu","8,8209","2,1255","2,6057","7,4892","26,5096","245,5331","-"
"OPF","OSMANLI PORTFÖY AGRESİF DEĞİŞKEN FON","Değişken Şemsiye Fonu","8,7457","12,5210","20,6309","16,2076","44,4669","-","-"
"SGT","GARANTİ PORTFÖY SİBER GÜVENLİK TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","8,6932","19,5710","-","-","-","-","-"
"TGR","AK PORTFÖY TURİZM VE SEYAHAT SEKTÖRÜ DEĞİŞKEN FON","Değişken Şemsiye Fonu","8,6889","1,7640","6,7060","8,3634","24,2077","234,8171","-"
"IUH","INVEO PORTFÖY DÖNÜŞTÜRÜCÜ TEKNOLOJİLER FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","8,5851","7,2785","11,4796","7,8432","28,4829","-","-"
"PIL","ROTA PORTFÖY PİL TEKNOLOJİLERİ VE ENERJİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","8,5663","12,4344","10,8943","12,4168","15,7457","-","-"
"BIH","PARDUS PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","8,4442","21,4744","44,2890","23,6980","88,6004","-","-"
"GBG","INVEO PORTFÖY G-20 ÜLKELERİ YABANCI HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","8,1967","3,7332","8,8365","10,7007","21,8909","165,5543","739,4111"
"HKM","HEDEF PORTFÖY BAŞAK HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","8,1639","26,0130","9,6872","10,9047","-2,2609","-","-"
"IJP","İŞ PORTFÖY BLOCKCHAİN TEKNOLOJİLERİ KARMA FON","Karma Şemsiye Fonu","8,0494","10,4299","14,0889","14,8735","38,7305","256,5249","-"
"GZZ","GARANTİ PORTFÖY FİNANS SEKTÖRÜ DEĞİŞKEN FON","Değişken Şemsiye Fonu","8,0064","3,1668","12,6976","11,2451","28,7272","266,9604","-"
"RPC","ROTA PORTFÖY İKLİM DEĞİŞİKLİĞİ ÇÖZÜMLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","7,6768","11,4552","11,5433","13,9579","12,5789","-","-"
"FLY","AKTİF PORTFÖY HAVACILIK VE SAVUNMA TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","7,5908","20,9517","20,3526","20,3783","-","-","-"
"HTJ","HEDEF PORTFÖY TEKNOLOJİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","7,5717","7,9176","10,2457","11,1978","-","-","-"
"TVN","TRIVE PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","7,5592","9,7107","12,3146","12,0386","20,9575","-","-"
"OLD","QNB PORTFÖY TEMİZ ENERJİ VE SU FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","7,5304","5,7959","0,7165","2,1478","1,1351","105,9710","-"
"GZV","GARANTİ PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","7,5081","10,1270","11,5849","11,6891","23,4504","193,2046","-"
"FNT","HEDEF PORTFÖY MODEL HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","7,3858","5,2820","5,1700","1,9702","5,4037","-","-"
"DYN","DENİZ PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇ TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","7,2883","4,7469","3,4405","1,4367","8,3288","-","-"
"DUV","DENİZ PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","7,2383","-3,5938","-","-","-","-","-"
"DKR","DENİZ PORTFÖY ONDÖRDÜNCÜ SERBEST FON","Serbest Şemsiye Fonu","7,1728","-21,4370","-30,5752","-34,8065","-40,3782","-","-"
"FDG","FONMAP PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","7,1622","19,1675","33,4458","25,9267","64,1788","-","-"
"AK2","AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","7,1442","-3,8373","6,7650","3,9690","18,9166","57,9294","66,7655"
"TBT","TEB PORTFÖY BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","7,0846","-7,2580","3,0509","-0,0278","13,6340","63,5966","86,7029"
"FBV","İŞ PORTFÖY MODEL SERBEST FON","Serbest Şemsiye Fonu","6,9569","-1,1432","13,3494","9,6314","44,8780","235,8938","-"
"IJZ","İŞ PORTFÖY SİBER GÜVENLİK TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","6,9553","5,2167","10,1890","7,3117","32,6490","348,6096","-"
"FIT","FİBA PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","6,9487","-3,8983","6,7928","3,4460","24,5099","88,1871","142,0796"
"SPR","BV PORTFÖY SPOR ENDÜSTRİSİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","6,9473","5,0408","10,9306","10,3139","-","-","-"
"YPK","YAPI KREDİ PORTFÖY GALATA SERBEST FON","Serbest Şemsiye Fonu","6,7691","-3,3372","7,3501","4,5498","32,7751","223,8427","481,2239"
"TPP","TEB PORTFÖY PUSULA SERBEST FON","Serbest Şemsiye Fonu","6,7318","13,0129","22,5455","17,4932","53,1126","555,2733","1.888,8355"
"AFV","AK PORTFÖY AVRUPA YABANCI HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","6,7228","15,2891","31,9047","30,8694","32,4368","221,7529","819,8522"
"GUV","GARANTİ PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","6,5835","-3,4180","7,1987","4,4467","23,9884","-","-"
"ZFB","AK PORTFÖY FİNTEK VE BLOKZİNCİRİ TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","6,5713","11,3164","17,1229","16,2563","40,7816","294,6724","-"
"VCY","AK PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇ TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","6,5247","5,9981","6,6165","3,9821","6,2491","96,2956","-"
"GVA","GARANTİ PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇLAR DEĞİŞKEN FON","Değişken Şemsiye Fonu","6,5194","3,3546","5,3685","2,6988","4,5651","-","-"
"BNC","AK PORTFÖY BEŞİNCİ SERBEST FON","Serbest Şemsiye Fonu","6,4940","-1,7641","9,7591","7,3475","21,7660","-","-"
"YVB","YAPI KREDİ PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","6,4519","-2,8966","-","-","-","-","-"
"HGM","HEDEF PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","6,3918","-1,6068","3,3241","-1,4803","15,6165","-","-"
"OBI","OYAK PORTFÖY İKİNCİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","6,3819","-0,3064","11,6568","9,2518","31,1928","-","-"
"PPH","PARDUS PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","6,3795","11,2805","-","-","-","-","-"
"IDY","TEB PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","6,3703","15,3090","24,7374","19,9838","52,8182","223,8700","408,9938"
"CKF","ALBARAKA PORTFÖY ÇOKLU VARLIK KATILIM FONU","Katılım Şemsiye Fonu","6,3478","12,5881","-","-","-","-","-"
"MTS","AKTİF PORTFÖY TARIM VE SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","6,0512","10,3706","11,3037","13,4940","15,7193","-","-"
"APT","AK PORTFÖY ORTA VADELI BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","6,0360","2,2091","13,0008","10,2532","32,9404","82,4064","121,5875"
"TGX","TEB PORTFÖY TARIM VE GIDA TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","5,9461","10,6552","11,9177","13,5560","10,0651","-","-"
"TZT","ZİRAAT PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","5,8928","-0,3862","10,0619","6,7935","35,7824","155,1914","271,1345"
"HKH","HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","5,8598","11,1771","6,0832","8,2095","10,6054","-","-"
"PHE","PUSULA PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","5,8453","3,6307","9,5299","7,8174","-0,0689","-","-"
"DDA","DENİZ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","5,8183","-24,2975","-23,3517","-24,1410","-24,2502","364,6818","-"
"MD1","MT PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","5,8069","6,3952","-","11,4350","-","-","-"
"ZSG","ZİRAAT PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","5,6756","4,8601","6,9709","6,1572","5,8856","-","-"
"RTD","RE-PIE PORTFÖY TEKNOLOJİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","5,5946","3,4927","10,0302","2,5086","-","-","-"
"MJB","AKTİF PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","5,5890","7,8989","10,6662","10,3381","25,8846","167,5256","-"
"FI3","QNB PORTFÖY BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","5,5579","1,3746","11,3637","8,3192","32,8717","136,7080","205,8594"
"FLS","YAPI KREDİ PORTFÖY FLORYA SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","5,5121","19,4336","-","-","-","-","-"
"PBR","PUSULA PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","5,4794","9,0125","24,1471","20,2129","54,5207","-","-"
"ADP","AK PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","5,3727","-18,1383","-12,3623","-14,8789","-17,3511","513,4288","949,1679"
"TRJ","TERA PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","5,3694","-","-","-","-","-","-"
"GBJ","GARANTİ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","5,3598","-16,0324","-11,1446","-13,6553","-10,6475","-","-"
"GPT","AKTİF PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","5,3552","9,7347","21,5791","12,8043","30,0116","-","-"
"HIZ","AZİMUT PORTFÖY DİNAMİK DEĞİŞKEN FON","Değişken Şemsiye Fonu","5,3525","1,8533","1,3537","-0,1888","-","-","-"
"EC2","GLOBAL MD PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","5,3137","-1,0988","-0,2610","-1,9618","2,3474","482,4949","1.263,1387"
"TE4","TEB PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","5,2995","12,6382","21,3858","17,4925","31,9642","181,0544","-"
"TAU","İŞ PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","5,2869","-18,4902","-12,4412","-15,0231","-17,1317","513,9263","937,2123"
"KRS","KARE PORTFÖY SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","5,2614","3,7885","3,4957","6,9871","17,6840","180,0925","611,6557"
"HST","HSBC PORTFÖY  BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","5,2609","1,5576","11,9515","9,2663","28,1671","117,0242","176,8326"
"BHI","BV PORTFÖY ALGORİTMİK STRATEJİLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","5,2223","12,6057","16,1668","13,6958","15,9618","-","-"
"YZH","TEB PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN)","Hisse Senedi Şemsiye Fonu","5,1781","-19,3317","-13,6752","-16,3560","-18,9722","499,3272","-"
"DBB","DENİZ PORTFÖY BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","5,1702","1,7448","13,4078","10,0611","34,6112","123,5500","183,1716"
"GZN","GLOBAL MD PORTFÖY BOĞAZİÇİ SERBEST FON","Serbest Şemsiye Fonu","5,1583","-4,1517","-3,1258","-3,5986","11,8460","684,2672","-"
"KSR","KUVEYT TÜRK PORTFÖY SÜRDÜRÜLEBİLİRLİK KATILIM FONU","Katılım Şemsiye Fonu","5,1391","2,6287","2,6308","2,0903","15,7706","191,6971","-"
"YCP","YAPI KREDİ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","5,1294","-18,2801","-12,4812","-14,9367","-19,5275","453,4614","-"
"ILZ","İŞ PORTFÖY TEMKİNLİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","5,1210","7,1050","18,9994","14,2668","46,9965","241,3998","-"
"RTP","RE-PIE PORTFÖY BİRİNCİ SERBEST FON","Serbest Şemsiye Fonu","5,0162","15,6866","55,6256","26,3893","86,9117","689,6777","-"
"USY","ÜNLÜ PORTFÖY DEĞER YATIRIMLARI SERBEST FON","Serbest Şemsiye Fonu","4,9501","6,3217","14,0249","10,8539","19,6765","238,9119","636,7665"
"BDS","PARDUS PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","4,9337","36,9421","57,4061","47,4241","75,3747","-","-"
"IPJ","İŞ PORTFÖY ELEKTRİKLİ ARAÇLAR KARMA FON","Karma Şemsiye Fonu","4,9059","2,4017","9,3944","5,2427","17,2789","124,5990","730,8924"
"OFS","OYAK PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","4,8976","5,5799","13,7290","12,5582","32,3673","229,1596","-"
"YOT","YAPI KREDİ PORTFÖY BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","4,8705","0,7262","11,4820","8,0513","30,2851","132,2614","245,9791"
"OBP","OYAK PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,8596","1,7258","10,4539","7,6605","23,4171","232,5684","393,8148"
"MD2","MT PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,8510","10,2269","-","-","-","-","-"
"IJB","İŞ PORTFÖY DİJİTAL OYUN SEKTÖRÜ KARMA FON","Karma Şemsiye Fonu","4,8502","10,9357","28,5641","24,5759","57,5502","223,2723","-"
"YTV","YAPI KREDİ PORTFÖY TARIM DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,8485","10,6429","12,9680","15,0761","18,6301","-","-"
"DHM","DENİZ PORTFÖY ESG-SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","4,8142","-1,2709","0,8728","-1,1950","10,0997","213,9379","-"
"MHF","MT PORTFÖY BIST HALKA ARZ ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","4,8102","-","-","-","-","-","-"
"KNJ","KUVEYT TÜRK PORTFÖY ENERJİ KATILIM FONU","Katılım Şemsiye Fonu","4,7662","3,0105","0,0813","7,0181","-1,3384","-","-"
